episode,timestamp,epsilon,win_rate,loss_rate,draw_rate,avg_reward,avg_moves,q_table_size
2000,2026-01-15T21:40:25.025051,0.01,59.150000000000006,31.95,8.9,0.62,6.53,1874.0
2100,2026-01-15T21:40:25.040329,0.01,59.80952380952381,31.238095238095237,8.952380952380953,0.56,6.81,1886.0
2200,2026-01-15T21:40:25.057451,0.01,60.36363636363637,30.863636363636367,8.772727272727272,0.49,6.73,1901.0
2300,2026-01-15T21:40:25.075647,0.01,60.652173913043484,30.52173913043478,8.826086956521738,0.44,6.81,1917.0
2400,2026-01-15T21:40:25.093841,0.01,61.25000000000001,30.0,8.75,0.57,6.69,1935.0
2500,2026-01-15T21:40:25.109376,0.01,61.68,29.4,8.92,0.57,6.52,1946.0
2600,2026-01-15T21:40:25.124549,0.01,61.846153846153854,29.076923076923077,9.076923076923077,0.45,6.73,1963.0
2700,2026-01-15T21:40:25.140979,0.01,62.07407407407407,28.77777777777778,9.148148148148149,0.47,7.01,1974.0
2800,2026-01-15T21:40:25.156047,0.01,62.535714285714285,28.32142857142857,9.142857142857142,0.59,6.42,1985.0
2900,2026-01-15T21:40:25.171475,0.01,62.82758620689655,28.10344827586207,9.06896551724138,0.49,6.65,1997.0
3000,2026-01-15T21:40:25.189246,0.01,63.16666666666667,27.800000000000004,9.033333333333333,0.54,6.59,2012.0
3100,2026-01-15T21:40:25.204663,0.01,63.806451612903224,27.29032258064516,8.903225806451614,0.71,6.36,2022.0
3200,2026-01-15T21:40:25.222061,0.01,64.3125,26.90625,8.78125,0.65,6.43,2027.0
3300,2026-01-15T21:40:25.237627,0.01,64.78787878787878,26.545454545454543,8.666666666666668,0.65,6.81,2039.0
3400,2026-01-15T21:40:25.256004,0.01,65.05882352941177,26.235294117647058,8.705882352941176,0.58,6.77,2052.0
3500,2026-01-15T21:40:25.271950,0.01,65.51428571428572,25.857142857142858,8.628571428571428,0.68,6.47,2061.0
3600,2026-01-15T21:40:25.288554,0.01,65.88888888888889,25.52777777777778,8.583333333333334,0.65,6.7,2069.0
3700,2026-01-15T21:40:25.304262,0.01,66.1891891891892,25.189189189189186,8.621621621621621,0.64,6.44,2079.0
3800,2026-01-15T21:40:25.319225,0.01,66.52631578947368,24.86842105263158,8.605263157894736,0.66,6.59,2084.0
3900,2026-01-15T21:40:25.334160,0.01,66.8974358974359,24.512820512820515,8.58974358974359,0.7,6.58,2093.0
4000,2026-01-15T21:40:25.349021,0.01,67.175,24.224999999999998,8.6,0.65,6.65,2097.0
4100,2026-01-15T21:40:25.365949,0.01,67.51219512195122,24.0,8.487804878048781,0.66,6.67,2100.0
4200,2026-01-15T21:40:25.380753,0.01,67.73809523809524,23.714285714285715,8.547619047619047,0.65,6.65,2101.0
4300,2026-01-15T21:40:25.395738,0.01,68.13953488372093,23.3953488372093,8.465116279069768,0.75,6.57,2107.0
4400,2026-01-15T21:40:25.412036,0.01,68.43181818181819,23.068181818181817,8.5,0.72,6.75,2111.0
4500,2026-01-15T21:40:25.427675,0.01,68.60000000000001,22.955555555555556,8.444444444444445,0.58,6.57,2116.0
4600,2026-01-15T21:40:25.442647,0.01,68.97826086956522,22.695652173913043,8.326086956521738,0.75,6.43,2118.0
4700,2026-01-15T21:40:25.459378,0.01,69.42553191489361,22.340425531914892,8.23404255319149,0.84,6.36,2122.0
4800,2026-01-15T21:40:25.477103,0.01,69.58333333333333,22.166666666666668,8.25,0.63,6.63,2126.0
4900,2026-01-15T21:40:25.493878,0.01,69.89795918367348,21.897959183673468,8.204081632653061,0.76,6.66,2132.0
5000,2026-01-15T21:40:25.509393,0.01,69.96,21.78,8.260000000000002,0.57,6.75,2138.0
5100,2026-01-15T21:40:25.524953,0.01,70.2156862745098,21.490196078431374,8.294117647058824,0.76,6.68,2143.0
5200,2026-01-15T21:40:25.550602,0.01,70.42307692307692,21.269230769230766,8.307692307692308,0.71,6.72,2146.0
5300,2026-01-15T21:40:25.565351,0.01,70.69811320754718,21.11320754716981,8.18867924528302,0.72,6.62,2146.0
5400,2026-01-15T21:40:25.580137,0.01,70.94444444444444,20.88888888888889,8.166666666666666,0.75,6.54,2148.0
5500,2026-01-15T21:40:25.595365,0.01,71.07272727272728,20.727272727272727,8.200000000000001,0.66,6.86,2153.0
5600,2026-01-15T21:40:25.613457,0.01,71.30357142857143,20.589285714285715,8.107142857142858,0.71,6.59,2156.0
5700,2026-01-15T21:40:25.628719,0.01,71.49122807017544,20.45614035087719,8.052631578947368,0.69,6.35,2159.0
5800,2026-01-15T21:40:25.643681,0.01,71.62068965517241,20.396551724137932,7.982758620689655,0.62,6.55,2162.0
5900,2026-01-15T21:40:25.658575,0.01,71.88135593220339,20.152542372881356,7.966101694915253,0.81,6.28,2163.0
6000,2026-01-15T21:40:25.674953,0.01,71.93333333333334,20.033333333333335,8.033333333333333,0.62,6.9,2166.0
6100,2026-01-15T21:40:25.690856,0.01,72.09836065573771,19.918032786885245,7.9836065573770485,0.69,6.56,2171.0
6200,2026-01-15T21:40:25.707985,0.01,72.2741935483871,19.741935483870968,7.983870967741935,0.74,6.43,2175.0
6300,2026-01-15T21:40:25.723673,0.01,72.46031746031746,19.603174603174605,7.936507936507936,0.73,6.48,2178.0
6400,2026-01-15T21:40:25.739615,0.01,72.5625,19.40625,8.03125,0.72,6.88,2185.0
6500,2026-01-15T21:40:25.755073,0.01,72.72307692307692,19.276923076923076,8.0,0.72,6.61,2188.0
6600,2026-01-15T21:40:25.770479,0.01,72.96969696969697,19.060606060606062,7.96969696969697,0.84,6.54,2190.0
6700,2026-01-15T21:40:25.787723,0.01,73.13432835820896,18.91044776119403,7.955223880597015,0.75,6.34,2190.0
6800,2026-01-15T21:40:25.803990,0.01,73.32352941176471,18.705882352941178,7.970588235294118,0.81,6.52,2194.0
6900,2026-01-15T21:40:25.820393,0.01,73.3913043478261,18.608695652173914,8.0,0.66,6.72,2195.0
7000,2026-01-15T21:40:25.835596,0.01,73.6,18.385714285714286,8.014285714285714,0.85,6.75,2197.0
7100,2026-01-15T21:40:25.850847,0.01,73.64788732394366,18.338028169014084,8.014084507042254,0.62,6.66,2199.0
7200,2026-01-15T21:40:25.866384,0.01,73.81944444444444,18.194444444444443,7.986111111111111,0.78,6.6,2202.0
7300,2026-01-15T21:40:25.881700,0.01,74.01369863013699,18.04109589041096,7.9452054794520555,0.81,6.51,2206.0
7400,2026-01-15T21:40:25.897139,0.01,73.97297297297297,18.04054054054054,7.986486486486487,0.53,6.88,2212.0
7500,2026-01-15T21:40:25.912607,0.01,73.98666666666666,17.933333333333334,8.08,0.65,6.78,2212.0
7600,2026-01-15T21:40:25.930613,0.01,74.09210526315789,17.842105263157894,8.06578947368421,0.71,6.64,2219.0
7700,2026-01-15T21:40:25.945743,0.01,74.18181818181819,17.740259740259738,8.077922077922079,0.71,6.78,2227.0
7800,2026-01-15T21:40:25.961021,0.01,74.25641025641025,17.692307692307693,8.051282051282051,0.66,6.44,2228.0
7900,2026-01-15T21:40:25.976566,0.01,74.41772151898735,17.556962025316455,8.025316455696203,0.8,6.59,2230.0
8000,2026-01-15T21:40:25.992509,0.01,74.5625,17.45,7.9875,0.77,6.63,2230.0
8100,2026-01-15T21:40:26.008006,0.01,74.67901234567901,17.39506172839506,7.9259259259259265,0.71,6.57,2231.0
8200,2026-01-15T21:40:26.024462,0.01,74.73170731707317,17.280487804878046,7.987804878048781,0.71,6.66,2236.0
8300,2026-01-15T21:40:26.041165,0.01,74.86746987951807,17.132530120481928,8.0,0.81,6.52,2236.0
8400,2026-01-15T21:40:26.056419,0.01,74.91666666666667,17.07142857142857,8.011904761904761,0.67,6.62,2238.0
8500,2026-01-15T21:40:26.073397,0.01,75.01176470588236,17.011764705882353,7.976470588235294,0.71,6.51,2241.0
8600,2026-01-15T21:40:26.088959,0.01,75.12790697674419,16.883720930232556,7.988372093023257,0.79,6.5,2243.0
8700,2026-01-15T21:40:26.104506,0.01,75.22988505747126,16.79310344827586,7.977011494252874,0.75,6.6,2245.0
8800,2026-01-15T21:40:26.120267,0.01,75.31818181818181,16.693181818181817,7.988636363636363,0.75,6.79,2248.0
8900,2026-01-15T21:40:26.135709,0.01,75.41573033707866,16.55056179775281,8.03370786516854,0.8,6.66,2249.0
9000,2026-01-15T21:40:26.151414,0.01,75.46666666666667,16.477777777777778,8.055555555555555,0.7,6.81,2250.0
9100,2026-01-15T21:40:26.166659,0.01,75.51648351648352,16.428571428571427,8.054945054945055,0.68,6.63,2252.0
9200,2026-01-15T21:40:26.183776,0.01,75.57608695652173,16.380434782608695,8.043478260869565,0.69,6.58,2252.0
9300,2026-01-15T21:40:26.199244,0.01,75.73118279569893,16.258064516129032,8.010752688172044,0.85,6.37,2253.0
9400,2026-01-15T21:40:26.214655,0.01,75.7127659574468,16.25531914893617,8.031914893617023,0.58,6.66,2255.0
9500,2026-01-15T21:40:26.230817,0.01,75.77894736842106,16.178947368421053,8.042105263157895,0.73,6.72,2257.0
9600,2026-01-15T21:40:26.245879,0.01,75.9375,16.072916666666668,7.989583333333333,0.85,6.33,2259.0
9700,2026-01-15T21:40:26.261470,0.01,75.98969072164948,16.02061855670103,7.989690721649484,0.7,6.58,2260.0
9800,2026-01-15T21:40:26.279219,0.01,76.06122448979592,15.96938775510204,7.969387755102041,0.72,6.53,2261.0
9900,2026-01-15T21:40:26.297734,0.01,76.14141414141415,15.868686868686869,7.98989898989899,0.78,6.73,2262.0
10000,2026-01-15T21:40:26.313228,0.01,76.22,15.82,7.960000000000001,0.73,6.74,2265.0
10100,2026-01-15T21:40:26.331402,0.01,76.31683168316832,15.732673267326733,7.9504950495049505,0.79,6.74,2266.0
10200,2026-01-15T21:40:26.346193,0.01,76.33333333333333,15.705882352941178,7.96078431372549,0.65,6.6,2269.0
10300,2026-01-15T21:40:26.361950,0.01,76.33980582524272,15.669902912621358,7.990291262135922,0.65,6.85,2271.0
10400,2026-01-15T21:40:26.377831,0.01,76.375,15.615384615384615,8.009615384615385,0.7,6.75,2273.0
10500,2026-01-15T21:40:26.393194,0.01,76.5047619047619,15.542857142857141,7.9523809523809526,0.82,6.37,2273.0
10600,2026-01-15T21:40:26.408566,0.01,76.62264150943396,15.481132075471699,7.89622641509434,0.8,6.49,2273.0
10700,2026-01-15T21:40:26.426858,0.01,76.65420560747663,15.411214953271028,7.934579439252336,0.72,6.75,2278.0
10800,2026-01-15T21:40:26.442043,0.01,76.73148148148148,15.36111111111111,7.907407407407407,0.75,6.58,2280.0
10900,2026-01-15T21:40:26.459878,0.01,76.73394495412845,15.321100917431194,7.944954128440367,0.66,6.58,2283.0
11000,2026-01-15T21:40:26.476456,0.01,76.78181818181818,15.272727272727273,7.945454545454546,0.72,6.66,2288.0
11100,2026-01-15T21:40:26.492242,0.01,76.7927927927928,15.225225225225225,7.981981981981982,0.68,6.7,2294.0
11200,2026-01-15T21:40:26.510801,0.01,76.82142857142857,15.178571428571427,8.0,0.7,7.05,2295.0
11300,2026-01-15T21:40:26.526288,0.01,76.84070796460178,15.176991150442479,7.982300884955753,0.64,6.52,2298.0
11400,2026-01-15T21:40:26.543749,0.01,76.91228070175438,15.087719298245613,8.0,0.8,6.61,2304.0
11500,2026-01-15T21:40:26.559016,0.01,76.98260869565217,15.017391304347827,8.0,0.78,6.65,2306.0
11600,2026-01-15T21:40:26.574848,0.01,77.04310344827586,14.956896551724139,8.0,0.76,6.7,2307.0
11700,2026-01-15T21:40:26.590369,0.01,77.11965811965811,14.905982905982906,7.9743589743589745,0.77,6.57,2307.0
11800,2026-01-15T21:40:26.605644,0.01,77.21186440677967,14.83050847457627,7.9576271186440675,0.82,6.39,2308.0
11900,2026-01-15T21:40:26.621420,0.01,77.31932773109243,14.76470588235294,7.915966386554622,0.83,6.62,2312.0
12000,2026-01-15T21:40:26.637646,0.01,77.33333333333333,14.725,7.941666666666666,0.69,6.78,2315.0
12100,2026-01-15T21:40:26.653219,0.01,77.37190082644628,14.68595041322314,7.942148760330578,0.72,6.49,2316.0
12200,2026-01-15T21:40:26.668666,0.01,77.4672131147541,14.62295081967213,7.909836065573771,0.82,6.39,2317.0
12300,2026-01-15T21:40:26.686498,0.01,77.53658536585365,14.56910569105691,7.894308943089431,0.78,6.39,2318.0
12400,2026-01-15T21:40:26.702001,0.01,77.60483870967741,14.516129032258066,7.879032258064517,0.78,6.63,2318.0
12500,2026-01-15T21:40:26.717123,0.01,77.632,14.488000000000001,7.88,0.7,6.42,2321.0
12600,2026-01-15T21:40:26.732688,0.01,77.68253968253968,14.444444444444443,7.8730158730158735,0.75,6.44,2322.0
12700,2026-01-15T21:40:26.748298,0.01,77.77952755905511,14.385826771653543,7.834645669291339,0.83,6.52,2322.0
12800,2026-01-15T21:40:26.763725,0.01,77.859375,14.3125,7.828125,0.83,6.59,2322.0
12900,2026-01-15T21:40:26.779009,0.01,77.91472868217055,14.286821705426355,7.7984496124031,0.74,6.5,2324.0
13000,2026-01-15T21:40:26.832499,0.01,77.97692307692307,14.23846153846154,7.7846153846153845,0.78,6.65,2324.0
13100,2026-01-15T21:40:26.847741,0.01,78.0,14.221374045801527,7.778625954198473,0.69,6.42,2325.0
13200,2026-01-15T21:40:26.863565,0.01,78.06060606060606,14.15909090909091,7.78030303030303,0.8,6.61,2327.0
13300,2026-01-15T21:40:26.881793,0.01,78.14285714285715,14.105263157894738,7.751879699248121,0.82,6.64,2329.0
13400,2026-01-15T21:40:26.896597,0.01,78.22388059701493,14.029850746268657,7.746268656716418,0.85,6.51,2329.0
13500,2026-01-15T21:40:26.912360,0.01,78.25925925925927,13.985185185185184,7.7555555555555555,0.75,6.7,2331.0
13600,2026-01-15T21:40:26.928015,0.01,78.30147058823529,13.970588235294118,7.727941176470589,0.72,6.77,2332.0
13700,2026-01-15T21:40:26.943310,0.01,78.35036496350365,13.934306569343066,7.7153284671532845,0.76,6.5,2332.0
13800,2026-01-15T21:40:26.961133,0.01,78.39130434782608,13.891304347826086,7.717391304347826,0.76,6.51,2332.0
13900,2026-01-15T21:40:26.977062,0.01,78.4748201438849,13.827338129496402,7.697841726618705,0.85,6.7,2333.0
14000,2026-01-15T21:40:26.992502,0.01,78.57142857142857,13.742857142857142,7.685714285714286,0.9,6.51,2334.0
14100,2026-01-15T21:40:27.010819,0.01,78.62411347517731,13.673758865248226,7.702127659574468,0.82,6.76,2338.0
14200,2026-01-15T21:40:27.026552,0.01,78.63380281690141,13.67605633802817,7.690140845070423,0.66,6.6,2340.0
14300,2026-01-15T21:40:27.041597,0.01,78.6923076923077,13.60839160839161,7.6993006993007,0.83,6.44,2340.0
14400,2026-01-15T21:40:27.057105,0.01,78.70833333333334,13.583333333333334,7.708333333333334,0.71,6.63,2342.0
14500,2026-01-15T21:40:27.072797,0.01,78.7448275862069,13.572413793103449,7.682758620689654,0.72,6.63,2350.0
14600,2026-01-15T21:40:27.088552,0.01,78.77397260273973,13.547945205479452,7.678082191780822,0.73,6.6,2351.0
14700,2026-01-15T21:40:27.104225,0.01,78.82312925170069,13.510204081632654,7.666666666666666,0.78,6.64,2354.0
14800,2026-01-15T21:40:27.121038,0.01,78.85135135135135,13.472972972972974,7.675675675675675,0.75,6.75,2354.0
14900,2026-01-15T21:40:27.137305,0.01,78.89261744966443,13.436241610738255,7.671140939597315,0.77,6.46,2354.0
15000,2026-01-15T21:40:27.152600,0.01,78.9,13.4,7.7,0.72,6.62,2355.0
15100,2026-01-15T21:40:27.168901,0.01,78.91390728476821,13.390728476821193,7.695364238410596,0.69,6.66,2355.0
15200,2026-01-15T21:40:27.185350,0.01,78.96052631578947,13.355263157894736,7.684210526315789,0.78,6.72,2355.0
15300,2026-01-15T21:40:27.201711,0.01,79.00653594771242,13.320261437908496,7.673202614379085,0.78,6.54,2355.0
15400,2026-01-15T21:40:27.220959,0.01,79.03246753246754,13.285714285714286,7.681818181818182,0.75,6.55,2358.0
15500,2026-01-15T21:40:27.237043,0.01,79.01935483870967,13.290322580645162,7.690322580645162,0.63,6.75,2361.0
15600,2026-01-15T21:40:27.252892,0.01,79.03846153846153,13.262820512820515,7.69871794871795,0.73,6.72,2362.0
15700,2026-01-15T21:40:27.268574,0.01,79.09554140127388,13.21656050955414,7.6878980891719735,0.82,6.59,2362.0
15800,2026-01-15T21:40:27.284094,0.01,79.14556962025317,13.177215189873417,7.677215189873418,0.8,6.49,2366.0
15900,2026-01-15T21:40:27.302139,0.01,79.13836477987421,13.176100628930817,7.685534591194969,0.65,6.61,2369.0
16000,2026-01-15T21:40:27.319002,0.01,79.1375,13.175,7.6875,0.66,6.92,2369.0
16100,2026-01-15T21:40:27.334389,0.01,79.14906832298136,13.167701863354036,7.683229813664597,0.69,6.55,2371.0
16200,2026-01-15T21:40:27.349763,0.01,79.19753086419753,13.12962962962963,7.672839506172839,0.8,6.46,2371.0
16300,2026-01-15T21:40:27.365690,0.01,79.1963190184049,13.110429447852761,7.693251533742332,0.69,6.94,2371.0
16400,2026-01-15T21:40:27.380976,0.01,79.22560975609755,13.073170731707318,7.701219512195122,0.77,6.42,2372.0
16500,2026-01-15T21:40:27.396570,0.01,79.26060606060607,13.030303030303031,7.709090909090908,0.79,6.6,2375.0
16600,2026-01-15T21:40:27.412256,0.01,79.31927710843374,12.993975903614457,7.686746987951808,0.82,6.5,2376.0
16700,2026-01-15T21:40:27.428056,0.01,79.32934131736526,13.0,7.6706586826347305,0.67,6.74,2379.0
16800,2026-01-15T21:40:27.445311,0.01,79.36904761904762,12.964285714285714,7.666666666666666,0.79,6.77,2379.0
16900,2026-01-15T21:40:27.463507,0.01,79.34319526627219,12.976331360946746,7.680473372781065,0.6,6.92,2380.0
17000,2026-01-15T21:40:27.478612,0.01,79.4,12.952941176470588,7.647058823529412,0.8,6.49,2381.0
17100,2026-01-15T21:40:27.494538,0.01,79.42690058479532,12.90643274853801,7.666666666666666,0.79,6.56,2381.0
17200,2026-01-15T21:40:27.510523,0.01,79.48837209302326,12.843023255813954,7.66860465116279,0.88,6.64,2385.0
17300,2026-01-15T21:40:27.526717,0.01,79.51445086705202,12.803468208092486,7.682080924855492,0.78,6.7,2385.0
17400,2026-01-15T21:40:27.543095,0.01,79.55172413793103,12.758620689655173,7.689655172413794,0.81,6.69,2386.0
17500,2026-01-15T21:40:27.560076,0.01,79.60000000000001,12.725714285714284,7.674285714285714,0.81,6.39,2386.0
17600,2026-01-15T21:40:27.575258,0.01,79.625,12.710227272727273,7.664772727272727,0.74,6.61,2389.0
17700,2026-01-15T21:40:27.590846,0.01,79.66101694915254,12.677966101694915,7.661016949152542,0.79,6.41,2390.0
17800,2026-01-15T21:40:27.605924,0.01,79.71348314606742,12.651685393258427,7.634831460674158,0.81,6.38,2392.0
17900,2026-01-15T21:40:27.621347,0.01,79.76536312849161,12.603351955307263,7.631284916201117,0.85,6.48,2394.0
18000,2026-01-15T21:40:27.636645,0.01,79.78888888888889,12.6,7.611111111111112,0.72,6.38,2394.0
18100,2026-01-15T21:40:27.653887,0.01,79.8232044198895,12.574585635359117,7.602209944751381,0.78,6.51,2394.0
18200,2026-01-15T21:40:27.669375,0.01,79.83516483516485,12.565934065934064,7.598901098901099,0.71,6.7,2394.0
18300,2026-01-15T21:40:27.685169,0.01,79.86338797814207,12.557377049180326,7.579234972677595,0.74,6.68,2395.0
18400,2026-01-15T21:40:27.700402,0.01,79.90760869565217,12.521739130434783,7.570652173913044,0.82,6.32,2395.0
18500,2026-01-15T21:40:27.715936,0.01,79.90810810810811,12.502702702702702,7.58918918918919,0.71,6.61,2397.0
18600,2026-01-15T21:40:27.731672,0.01,79.9247311827957,12.483870967741934,7.591397849462365,0.74,6.67,2397.0
18700,2026-01-15T21:40:27.748077,0.01,79.9572192513369,12.443850267379679,7.598930481283422,0.81,6.48,2397.0
18800,2026-01-15T21:40:27.763686,0.01,79.96808510638299,12.409574468085106,7.622340425531915,0.76,6.6,2400.0
18900,2026-01-15T21:40:27.782019,0.01,79.98412698412697,12.386243386243386,7.629629629629629,0.75,6.63,2404.0
19000,2026-01-15T21:40:27.798741,0.01,80.01578947368421,12.352631578947367,7.631578947368421,0.8,6.52,2404.0
19100,2026-01-15T21:40:27.814035,0.01,80.03141361256544,12.335078534031414,7.633507853403142,0.74,6.46,2405.0
19200,2026-01-15T21:40:27.829497,0.01,80.05208333333333,12.328125,7.619791666666667,0.73,6.54,2407.0
19300,2026-01-15T21:40:27.845254,0.01,80.07253886010362,12.310880829015543,7.6165803108808285,0.75,6.56,2410.0
19400,2026-01-15T21:40:27.861405,0.01,80.09793814432989,12.309278350515465,7.592783505154639,0.73,6.65,2412.0
19500,2026-01-15T21:40:27.877690,0.01,80.13333333333334,12.266666666666666,7.6,0.83,6.66,2412.0
19600,2026-01-15T21:40:27.894237,0.01,80.10714285714286,12.270408163265307,7.622448979591836,0.62,6.71,2415.0
19700,2026-01-15T21:40:27.910291,0.01,80.13705583756345,12.243654822335024,7.619289340101523,0.79,6.51,2415.0
19800,2026-01-15T21:40:27.925689,0.01,80.18686868686868,12.222222222222221,7.590909090909091,0.82,6.36,2416.0
19900,2026-01-15T21:40:27.944313,0.01,80.22110552763819,12.195979899497488,7.582914572864322,0.8,6.69,2417.0
20000,2026-01-15T21:40:27.961918,0.01,80.27499999999999,12.16,7.5649999999999995,0.86,6.23,2417.0
20100,2026-01-15T21:40:27.980011,0.01,80.30845771144278,12.114427860696518,7.577114427860697,0.84,6.64,2418.0
20200,2026-01-15T21:40:27.997016,0.01,80.35148514851485,12.084158415841584,7.564356435643564,0.83,6.38,2421.0
20300,2026-01-15T21:40:28.014356,0.01,80.37931034482759,12.05911330049261,7.5615763546798025,0.79,6.76,2422.0
20400,2026-01-15T21:40:28.031383,0.01,80.38235294117648,12.058823529411764,7.558823529411765,0.69,6.51,2422.0
20500,2026-01-15T21:40:28.048504,0.01,80.37073170731708,12.06829268292683,7.560975609756097,0.64,6.71,2423.0
20600,2026-01-15T21:40:28.063652,0.01,80.3883495145631,12.03883495145631,7.572815533980583,0.78,6.53,2425.0
20700,2026-01-15T21:40:28.079365,0.01,80.41545893719807,12.009661835748792,7.57487922705314,0.8,6.63,2429.0
20800,2026-01-15T21:40:28.095869,0.01,80.41826923076924,11.975961538461538,7.605769230769231,0.76,6.94,2429.0
20900,2026-01-15T21:40:28.111880,0.01,80.45454545454545,11.942583732057416,7.6028708133971294,0.83,6.61,2429.0
21000,2026-01-15T21:40:28.127892,0.01,80.46666666666667,11.923809523809524,7.609523809523809,0.75,6.63,2430.0
21100,2026-01-15T21:40:28.143738,0.01,80.49763033175356,11.90047393364929,7.601895734597157,0.8,6.54,2432.0
21200,2026-01-15T21:40:28.162237,0.01,80.51415094339622,11.88679245283019,7.599056603773585,0.75,6.69,2434.0
21300,2026-01-15T21:40:28.178467,0.01,80.52582159624413,11.882629107981222,7.591549295774648,0.72,6.82,2436.0
21400,2026-01-15T21:40:28.195269,0.01,80.53738317757009,11.850467289719626,7.61214953271028,0.78,6.82,2436.0
21500,2026-01-15T21:40:28.211551,0.01,80.5720930232558,11.827906976744186,7.6,0.81,6.59,2437.0
21600,2026-01-15T21:40:28.227726,0.01,80.58333333333333,11.824074074074074,7.592592592592593,0.72,6.58,2437.0
21700,2026-01-15T21:40:28.244053,0.01,80.59907834101384,11.806451612903226,7.594470046082949,0.76,6.51,2439.0
21800,2026-01-15T21:40:28.262376,0.01,80.61467889908258,11.788990825688074,7.5963302752293576,0.76,6.7,2443.0
21900,2026-01-15T21:40:28.277760,0.01,80.6255707762557,11.771689497716894,7.602739726027398,0.75,6.53,2443.0
22000,2026-01-15T21:40:28.293719,0.01,80.65,11.75,7.6,0.79,6.5,2445.0
22100,2026-01-15T21:40:28.310184,0.01,80.65610859728507,11.7420814479638,7.601809954751131,0.72,6.78,2445.0
22200,2026-01-15T21:40:28.325876,0.01,80.6891891891892,11.72972972972973,7.581081081081082,0.79,6.29,2448.0
22300,2026-01-15T21:40:28.342720,0.01,80.69058295964126,11.717488789237668,7.591928251121076,0.72,6.89,2448.0
22400,2026-01-15T21:40:28.358585,0.01,80.70089285714286,11.700892857142858,7.598214285714286,0.75,6.57,2449.0
22500,2026-01-15T21:40:28.374506,0.01,80.71111111111111,11.697777777777778,7.591111111111111,0.72,6.64,2453.0
22600,2026-01-15T21:40:28.391024,0.01,80.72566371681415,11.685840707964603,7.5884955752212395,0.75,6.54,2456.0
22700,2026-01-15T21:40:28.407153,0.01,80.76211453744493,11.66079295154185,7.577092511013215,0.83,6.45,2457.0
22800,2026-01-15T21:40:28.425529,0.01,80.78508771929825,11.644736842105264,7.570175438596491,0.78,6.51,2460.0
22900,2026-01-15T21:40:28.441590,0.01,80.80786026200873,11.615720524017467,7.576419213973799,0.81,6.5,2460.0
23000,2026-01-15T21:40:28.457366,0.01,80.84782608695652,11.591304347826087,7.560869565217391,0.84,6.5,2460.0
23100,2026-01-15T21:40:28.473881,0.01,80.85281385281385,11.580086580086581,7.567099567099566,0.73,6.65,2462.0
23200,2026-01-15T21:40:28.490923,0.01,80.84482758620689,11.581896551724139,7.573275862068965,0.67,6.59,2463.0
23300,2026-01-15T21:40:28.509829,0.01,80.86695278969958,11.562231759656653,7.570815450643777,0.79,6.7,2463.0
23400,2026-01-15T21:40:28.527985,0.01,80.8974358974359,11.542735042735043,7.55982905982906,0.81,6.45,2467.0
23500,2026-01-15T21:40:28.546259,0.01,80.88936170212766,11.544680851063829,7.56595744680851,0.67,6.76,2467.0
23600,2026-01-15T21:40:28.562667,0.01,80.88983050847457,11.538135593220339,7.572033898305085,0.71,6.69,2469.0
23700,2026-01-15T21:40:28.578720,0.01,80.91139240506328,11.527426160337553,7.561181434599155,0.77,6.75,2469.0
23800,2026-01-15T21:40:28.594954,0.01,80.93697478991596,11.504201680672269,7.558823529411765,0.81,6.32,2472.0
23900,2026-01-15T21:40:28.611704,0.01,80.9205020920502,11.506276150627615,7.573221757322175,0.65,6.76,2472.0
24000,2026-01-15T21:40:28.627792,0.01,80.92083333333333,11.504166666666666,7.575,0.7,6.53,2472.0
24100,2026-01-15T21:40:28.645595,0.01,80.93360995850622,11.493775933609959,7.572614107883817,0.75,6.47,2475.0
24200,2026-01-15T21:40:28.661493,0.01,80.94214876033058,11.491735537190083,7.566115702479339,0.72,6.69,2475.0
24300,2026-01-15T21:40:28.677388,0.01,80.9753086419753,11.473251028806585,7.5514403292181065,0.82,6.28,2478.0
24400,2026-01-15T21:40:28.693701,0.01,80.98360655737706,11.467213114754099,7.549180327868853,0.73,6.72,2478.0
24500,2026-01-15T21:40:28.710352,0.01,80.9795918367347,11.461224489795917,7.559183673469387,0.7,6.85,2478.0
24600,2026-01-15T21:40:28.726797,0.01,80.97967479674797,11.459349593495935,7.560975609756097,0.7,6.72,2478.0
24700,2026-01-15T21:40:28.742866,0.01,80.9919028340081,11.449392712550607,7.558704453441295,0.75,6.52,2479.0
24800,2026-01-15T21:40:28.759411,0.01,81.0,11.435483870967742,7.564516129032257,0.75,6.92,2480.0
24900,2026-01-15T21:40:28.775162,0.01,80.99196787148595,11.429718875502008,7.578313253012048,0.69,6.61,2482.0
25000,2026-01-15T21:40:28.793827,0.01,80.96799999999999,11.459999999999999,7.571999999999999,0.56,6.91,2482.0
25100,2026-01-15T21:40:28.810662,0.01,80.99601593625498,11.434262948207172,7.569721115537849,0.83,6.72,2484.0
25200,2026-01-15T21:40:28.826484,0.01,81.01190476190476,11.420634920634921,7.567460317460317,0.77,6.45,2487.0
25300,2026-01-15T21:40:28.842475,0.01,81.03557312252964,11.395256916996049,7.569169960474308,0.82,6.43,2487.0
25400,2026-01-15T21:40:28.861356,0.01,81.03937007874016,11.381889763779528,7.578740157480316,0.74,6.63,2488.0
25500,2026-01-15T21:40:28.879734,0.01,81.05098039215686,11.380392156862746,7.568627450980392,0.73,6.71,2489.0
